instance,halo_depth,expansion_ratio_mean,halo_fraction_mean,owned_total
CA-100-0438,1,2.6112836795252226,1.6112759643916914,337
CA-100-0438,2,5.255201483679525,4.255192878338279,337
CA-100-0438,4,5.988138575667657,4.98813056379822,337
CA-100-0439,0,1.0,0.0,336
CA-100-0439,1,2.571417261904762,1.5714285714285714,336
CA-100-0439,2,5.130971130952381,4.130952380952381,336
CA-100-0439,4,5.999995238095238,5.0,336
CA-100-0440,0,1.0,0.0,340
CA-100-0440,1,2.479426176470588,1.4794117647058824,340
CA-100-0440,2,4.5058888235294114,3.5058823529411764,340
CA-100-0440,4,4.999987352941177,4.0,340
CA-100-0441,0,1.0,0.0,337
CA-100-0441,1,2.8279044510385756,1.827893175074184,337
CA-100-0441,2,5.409492284866469,4.4094955489614245,337
CA-100-0441,4,6.000038872403561,5.0,337
CA-100-0442,0,1.0,0.0,336
CA-100-0442,1,2.79165,1.7916666666666667,336
CA-100-0442,2,5.4137,4.413690476190476,336
CA-100-0442,4,6.0,5.0,336
CA-100-0443,0,1.0,0.0,339
CA-100-0443,1,2.9144457227138645,1.9144542772861357,339
CA-100-0443,2,5.471961946902655,4.471976401179941,339
CA-100-0443,4,6.000030088495575,5.0,339
CA-100-0444,0,1.0,0.0,338
CA-100-0444,1,2.606523668639053,1.606508875739645,338
CA-100-0444,2,5.236677514792899,4.236686390532545,338
CA-100-0444,4,5.999982248520711,5.0,338
CA-100-0445,0,1.0,0.0,334
CA-100-0445,1,2.6077859281437124,1.6077844311377245,334
CA-100-0445,2,5.236524850299401,4.236526946107785,334
CA-100-0445,4,6.000000598802395,5.0,334
CA-100-0446,0,1.0,0.0,337
CA-100-0446,1,2.581599703264095,1.5816023738872405,337
CA-100-0446,2,5.160228486646884,4.160237388724036,337
CA-100-0446,4,6.000038872403561,5.0,337
CA-100-0447,0,1.0,0.0,337
CA-100-0447,1,3.183973293768546,2.1839762611275964,337
CA-100-0447,2,5.670614836795252,4.670623145400594,337
CA-100-0447,4,6.000038872403561,5.0,337
CA-100-0448,0,1.0,0.0,340
CA-100-0448,1,2.54704,1.5470588235294118,340
CA-100-0448,2,4.67354,3.6735294117647057,340
CA-100-0448,4,5.0,4.0,340
CA-100-0449,0,1.0,0.0,340
CA-100-0449,1,2.3059,1.3058823529411765,340
CA-100-0449,2,4.361759999999999,3.361764705882353,340
CA-100-0449,4,4.997059999999999,3.9970588235294118,340
CA-100-0450,0,1.0,0.0,338
CA-100-0450,1,2.3520893491124255,1.3520710059171597,338
CA-100-0450,2,4.908267159763313,3.908284023668639,338
CA-100-0450,4,5.964484615384616,4.964497041420119,338
CA-100-0451,0,1.0,0.0,337
CA-100-0451,1,2.7210691394658753,1.7210682492581602,337
CA-100-0451,2,5.302670029673591,4.3026706231454,337
CA-100-0451,4,6.000038872403561,5.0,337
CA-100-0452,0,1.0,0.0,338
CA-100-0452,1,2.931955029585799,1.9319526627218935,338
CA-100-0452,2,5.529596153846153,4.529585798816568,338
CA-100-0452,4,5.999982248520711,5.0,338
CA-100-0453,0,1.0,0.0,338
CA-100-0453,1,2.8491103550295858,1.849112426035503,338
CA-100-0453,2,5.4112428994082835,4.411242603550296,338
CA-100-0453,4,5.999982248520711,5.0,338
CA-100-0454,0,1.0,0.0,336
CA-100-0454,1,2.6041666666666665,1.6041666666666667,336
CA-100-0454,2,5.303566666666667,4.303571428571429,336
CA-100-0454,4,6.0,5.0,336
CA-100-0455,0,1.0,0.0,337
CA-100-0455,1,2.7863436201780414,1.7863501483679525,337
CA-100-0455,2,5.379813946587537,4.379821958456973,337
CA-100-0455,4,6.000038872403561,5.0,337
CA-100-0456,0,1.0,0.0,334
CA-100-0456,1,2.6616898203592814,1.6616766467065869,334
CA-100-0456,2,5.302377245508982,4.302395209580839,334
CA-100-0456,4,5.999982934131736,5.0,334
CA-100-0457,0,1.0,0.0,337
CA-100-0457,1,3.178049851632048,2.178041543026706,337
CA-100-0457,2,5.661731454005935,4.661721068249258,337
CA-100-0457,4,6.000038872403561,5.0,337
CA-100-0458,0,1.0,0.0,341
CA-100-0458,1,2.7243527859237537,1.7243401759530792,341
CA-100-0458,2,5.343085630498534,4.343108504398827,341
CA-100-0458,4,6.000024926686217,5.0,341
CA-100-0459,0,1.0,0.0,336
CA-100-0459,1,2.9017910714285713,1.9017857142857142,336
CA-100-0459,2,5.455373214285714,4.455357142857143,336
CA-100-0459,4,5.999995238095238,5.0,336
CA-100-0460,0,1.0,0.0,335
CA-100-0460,1,2.5104800000000003,1.51044776119403,335
CA-100-0460,2,4.51642,3.5164179104477613,335
CA-100-0460,4,5.0,4.0,335
CA-100-0461,0,1.0,0.0,340
CA-100-0461,1,2.5529588235294116,1.5529411764705883,340
CA-100-0461,2,4.6294097058823525,3.6294117647058823,340
CA-100-0461,4,4.999987352941177,4.0,340
CA-100-0462,0,1.0,0.0,332
CA-100-0462,1,2.530111746987952,1.5301204819277108,332
CA-100-0462,2,5.0572063253012045,4.057228915662651,332
CA-100-0462,4,5.997018674698795,4.996987951807229,332
CA-100-0463,0,1.0,0.0,335
CA-100-0463,1,2.3224,1.3223880597014925,335
CA-100-0463,2,4.513420000000001,3.5134328358208955,335
CA-100-0463,4,5.0,4.0,335
CA-100-0464,0,1.0,0.0,337
CA-100-0464,1,3.047489614243324,2.0474777448071215,337
CA-100-0464,2,5.569743916913946,4.56973293768546,337
CA-100-0464,4,6.000038872403561,5.0,337
CA-100-0465,0,1.0,0.0,338
CA-100-0465,1,2.642001183431953,1.6420118343195267,338
CA-100-0465,2,5.2603568047337275,4.260355029585799,338
CA-100-0465,4,5.999982248520711,5.0,338
CA-100-0466,0,1.0,0.0,335
CA-100-0466,1,2.44178,1.4417910447761193,335
CA-100-0466,2,4.39702,3.3970149253731345,335
CA-100-0466,4,4.99702,3.997014925373134,335
CA-100-0467,0,1.0,0.0,334
CA-100-0467,1,2.7784416167664667,1.778443113772455,334
CA-100-0467,2,5.401173353293413,4.401197604790419,334
CA-100-0467,4,5.999982934131736,5.0,334
CA-100-0468,0,1.0,0.0,338
CA-100-0468,1,2.6745553254437864,1.6745562130177514,338
CA-100-0468,2,5.3905295857988165,4.390532544378698,338
CA-100-0468,4,5.999982248520711,5.0,338
CA-100-0469,0,1.0,0.0,340
CA-100-0469,1,2.60882,1.6088235294117648,340
CA-100-0469,2,4.63528,3.635294117647059,340
CA-100-0469,4,5.0,4.0,340
CA-100-0470,0,1.0,0.0,339
CA-100-0470,1,2.9911533923303835,1.991150442477876,339
CA-100-0470,2,5.572266371681416,4.572271386430678,339
CA-100-0470,4,6.000030088495575,5.0,339
CA-100-0471,0,1.0,0.0,339
CA-100-0471,1,2.823031563421829,1.823008849557522,339
CA-100-0471,2,5.412989970501474,4.412979351032448,339
CA-100-0471,4,6.000030088495575,5.0,339
CA-100-0472,0,1.0,0.0,334
CA-100-0472,1,2.634746407185629,1.6347305389221556,334
CA-100-0472,2,5.260471556886228,4.2604790419161676,334
CA-100-0472,4,6.000000598802395,5.0,334
CA-100-0473,0,1.0,0.0,338
CA-100-0473,1,2.8964698224852072,1.8964497041420119,338
CA-100-0473,2,5.405334615384615,4.405325443786983,338
CA-100-0473,4,5.999982248520711,5.0,338
CA-100-0474,0,1.0,0.0,339
CA-100-0474,1,2.8436598820058996,1.8436578171091444,339
CA-100-0474,2,5.528034218289085,4.528023598820059,339
CA-100-0474,4,6.000019469026548,5.0,339
CA-100-0475,0,1.0,0.0,338
CA-100-0475,1,2.789932840236686,1.7899408284023668,338
CA-100-0475,2,5.426025739644971,4.42603550295858,338
CA-100-0475,4,5.999982248520711,5.0,338
CA-100-0476,0,1.0,0.0,338
CA-100-0476,1,2.6065076923076926,1.606508875739645,338
CA-100-0476,2,5.3372710059171595,4.337278106508876,338
CA-100-0476,4,5.999982248520711,5.0,338
CA-100-0477,0,1.0,0.0,337
CA-100-0477,1,2.8486816023738877,1.8486646884272997,337
CA-100-0477,2,5.433241543026706,4.433234421364985,337
CA-100-0477,4,6.000038872403561,5.0,337
CA-100-0478,0,1.0,0.0,337
CA-100-0478,1,3.0118489614243327,2.0118694362017804,337
CA-100-0478,2,5.534144510385757,4.534124629080119,337
CA-100-0478,4,6.000038872403561,5.0,337
CA-100-0479,0,1.0,0.0,339
CA-100-0479,1,2.643063126843658,1.6430678466076696,339
CA-100-0479,2,5.274337168141592,4.274336283185841,339
CA-100-0479,4,6.000019469026548,5.0,339
CA-100-0480,0,1.0,0.0,342
CA-100-0480,1,2.5818666666666665,1.5818713450292399,342
CA-100-0480,2,5.3041,4.304093567251462,342
CA-100-0480,4,6.0,5.0,342
CA-100-0481,0,1.0,0.0,339
CA-100-0481,1,2.7109303834808256,1.710914454277286,339
CA-100-0481,2,5.392334218289085,4.392330383480826,339
CA-100-0481,4,6.000030088495575,5.0,339
CA-100-0482,0,1.0,0.0,336
CA-100-0482,1,2.8005833333333334,1.8005952380952381,336
CA-100-0482,2,5.470233333333333,4.470238095238095,336
CA-100-0482,4,6.0,5.0,336
CA-100-0483,0,1.0,0.0,337
CA-100-0483,1,2.5667738872403563,1.5667655786350148,337
CA-100-0483,2,5.21959525222552,4.2195845697329375,337
CA-100-0483,4,6.000038872403561,5.0,337
CA-100-0484,0,1.0,0.0,338
CA-100-0484,1,2.813610650887574,1.8136094674556213,338
CA-100-0484,2,5.420119822485208,4.420118343195266,338
CA-100-0484,4,5.999982248520711,5.0,338
CA-100-0485,0,1.0,0.0,338
CA-100-0485,1,2.80177899408284,1.801775147928994,338
CA-100-0485,2,5.399409171597633,4.399408284023669,338
CA-100-0485,4,5.999990236686391,5.0,338
CA-100-0486,0,1.0,0.0,336
CA-100-0486,1,3.044622619047619,2.044642857142857,336
CA-100-0486,2,5.586306547619048,4.586309523809524,336
CA-100-0486,4,5.999995238095238,5.0,336
CA-100-0487,0,1.0,0.0,337
CA-100-0487,1,2.528186646884273,1.5281899109792285,337
CA-100-0487,2,5.163216320474778,4.163204747774481,337
CA-100-0487,4,6.000038872403561,5.0,337
CA-100-0488,0,1.0,0.0,339
CA-100-0488,1,2.6902734513274336,1.6902654867256637,339
CA-100-0488,2,5.312702064896755,4.312684365781711,339
CA-100-0488,4,6.000030088495576,5.0,339
CA-100-0489,0,1.0,0.0,340
CA-100-0489,1,2.76764,1.7676470588235293,340
CA-100-0489,2,4.73824,3.738235294117647,340
CA-100-0489,4,5.0,4.0,340
CA-100-0490,0,1.0,0.0,339
CA-100-0490,1,2.775829203539823,1.775811209439528,339
CA-100-0490,2,5.297937463126843,4.297935103244837,339
CA-100-0490,4,5.970516519174041,4.9705014749262535,339
CA-100-0491,0,1.0,0.0,337
CA-100-0491,1,2.771520178041543,1.771513353115727,337
CA-100-0491,2,5.430282492581603,4.43026706231454,337
CA-100-0491,4,6.000038872403561,5.0,337
CA-100-0492,0,1.0,0.0,337
CA-100-0492,1,2.970325519287834,1.970326409495549,337
CA-100-0492,2,5.584560534124629,4.584569732937686,337
CA-100-0492,4,6.0000323442136505,5.0,337
CA-100-0493,0,1.0,0.0,334
CA-100-0493,1,3.0538805389221557,2.053892215568862,334
CA-100-0493,2,5.6467062874251495,4.6467065868263475,334
CA-100-0493,4,5.9999829341317374,5.0,334
CA-100-0494,0,1.0,0.0,335
CA-100-0494,1,2.6806200000000002,1.680597014925373,335
CA-100-0494,2,4.6776,3.6776119402985072,335
CA-100-0494,4,4.98508,3.985074626865672,335
CA-100-0495,0,1.0,0.0,336
CA-100-0495,1,2.8422333333333336,1.8422619047619047,336
CA-100-0495,2,5.41965,4.419642857142857,336
CA-100-0495,4,5.97025,4.970238095238095,336
CA-100-0496,0,1.0,0.0,335
CA-100-0496,1,2.5462399999999996,1.5462686567164179,335
CA-100-0496,2,4.54626,3.546268656716418,335
CA-100-0496,4,5.0,4.0,335
CA-100-0497,0,1.0,0.0,337
CA-100-0497,1,2.9465830860534123,1.946587537091988,337
CA-100-0497,2,5.608313649851632,4.6083086053412465,337
CA-100-0497,4,6.000038872403561,5.0,337
CA-100-0498,0,1.0,0.0,336
CA-100-0498,1,2.65475,1.6547619047619047,336
CA-100-0498,2,5.258933333333333,4.258928571428571,336
CA-100-0498,4,6.0,5.0,336
CA-100-0499,0,1.0,0.0,344
CA-100-0499,1,2.5058249999999997,1.505813953488372,344
CA-100-0499,2,5.063950581395348,4.063953488372093,344
CA-100-0499,4,5.999996511627907,5.0,344
CA-100-0500,0,1.0,0.0,338
CA-100-0500,1,2.8047423076923077,1.8047337278106508,338
CA-100-0500,2,5.396452662721893,4.396449704142012,338
CA-100-0500,4,5.999982248520711,5.0,338
CA-100-0501,0,1.0,0.0,342
CA-100-0501,1,2.625751754385965,1.6257309941520468,342
CA-100-0501,2,5.198821929824562,4.1988304093567255,342
CA-100-0501,4,6.000001169590643,5.0,342
CA-100-0502,0,1.0,0.0,334
CA-100-0502,1,2.958081736526946,1.9580838323353293,334
CA-100-0502,2,5.595791317365269,4.595808383233533,334
CA-100-0502,4,6.000000598802395,5.0,334
CA-100-0503,0,1.0,0.0,339
CA-100-0503,1,2.7345106194690265,1.7345132743362832,339
CA-100-0503,2,5.392323008849558,4.392330383480826,339
CA-100-0503,4,6.000030088495575,5.0,339
CA-100-0504,0,1.0,0.0,336
CA-100-0504,1,2.904775,1.9047619047619047,336
CA-100-0504,2,5.497020833333333,4.497023809523809,336
CA-100-0504,4,5.999983928571429,5.0,336
CA-100-0505,0,1.0,0.0,337
CA-100-0505,1,2.7299626112759645,1.7299703264094954,337
CA-100-0505,2,5.394655192878338,4.394658753709199,337
CA-100-0505,4,5.994102077151336,4.994065281899109,337
CA-100-0506,0,1.0,0.0,339
CA-100-0506,1,2.8052917404129794,1.8053097345132743,339
CA-100-0506,2,5.415927728613569,4.415929203539823,339
CA-100-0506,4,6.000030088495575,5.0,339
CA-100-0507,0,1.0,0.0,339
CA-100-0507,1,2.9587020648967557,1.9587020648967552,339
CA-100-0507,2,5.492638643067846,4.492625368731564,339
CA-100-0507,4,6.000030088495575,5.0,339
CA-100-0508,0,1.0,0.0,337
CA-100-0508,1,2.801173887240356,1.801186943620178,337
CA-100-0508,2,5.38576290801187,4.385756676557864,337
CA-100-0508,4,5.970306231454005,4.970326409495549,337
CA-100-0509,0,1.0,0.0,337
CA-100-0509,1,3.0801204747774475,2.080118694362018,337
CA-100-0509,2,5.575675370919881,4.57566765578635,337
CA-100-0509,4,6.000038872403561,5.0,337
CA-100-0510,0,1.0,0.0,335
CA-100-0510,1,2.7790999999999997,1.7791044776119402,335
CA-100-0510,2,4.6806,3.680597014925373,335
CA-100-0510,4,4.99702,3.997014925373134,335
CA-100-0511,0,1.0,0.0,337
CA-100-0511,1,2.448064985163205,1.4480712166172107,337
CA-100-0511,2,5.029690504451039,4.029673590504451,337
CA-100-0511,4,6.000038872403561,5.0,337
CA-100-0512,0,1.0,0.0,336
CA-100-0512,1,2.6756,1.6755952380952381,336
CA-100-0512,2,5.327383333333334,4.3273809523809526,336
CA-100-0512,4,6.0,5.0,336
CA-100-0513,0,1.0,0.0,340
CA-100-0513,1,2.12058,1.1205882352941177,340
CA-100-0513,2,4.08236,3.0823529411764707,340
CA-100-0513,4,4.9706,3.9705882352941178,340
CA-100-0514,0,1.0,0.0,338
CA-100-0514,1,2.8136405325443783,1.8136094674556213,338
CA-100-0514,2,5.5059156804733735,4.505917159763314,338
CA-100-0514,4,5.999982248520711,5.0,338
CA-100-0515,0,1.0,0.0,337
CA-100-0515,1,3.1631970326409493,2.163204747774481,337
CA-100-0515,2,5.679503264094955,4.679525222551929,337
CA-100-0515,4,6.0000323442136505,5.0,337
CA-100-0516,0,1.0,0.0,335
CA-100-0516,1,2.6686799999999997,1.6686567164179105,335
CA-100-0516,2,4.65372,3.653731343283582,335
CA-100-0516,4,5.0,4.0,335
CA-100-0517,0,1.0,0.0,336
CA-100-0517,1,3.187498809523809,2.1875,336
CA-100-0517,2,5.71726130952381,4.717261904761905,336
CA-100-0517,4,5.999995238095238,5.0,336
CA-100-0518,0,1.0,0.0,336
CA-100-0518,1,2.9285666666666663,1.9285714285714286,336
CA-100-0518,2,5.553566666666667,4.553571428571429,336
CA-100-0518,4,6.0,5.0,336
CA-100-0519,0,1.0,0.0,338
CA-100-0519,1,2.8165751479289938,1.816568047337278,338
CA-100-0519,2,5.44377899408284,4.443786982248521,338
CA-100-0519,4,5.99998224852071,5.0,338
CA-100-0520,0,1.0,0.0,339
CA-100-0520,1,2.696183185840708,1.696165191740413,339
CA-100-0520,2,5.303854572271387,4.303834808259587,339
CA-100-0520,4,6.000030088495575,5.0,339
CA-100-0521,0,1.0,0.0,334
CA-100-0521,1,2.5149847305389224,1.5149700598802396,334
CA-100-0521,2,5.164658383233532,4.164670658682635,334
CA-100-0521,4,5.9999829341317374,5.0,334
CA-100-0522,0,1.0,0.0,336
CA-100-0522,1,3.023798511904762,2.0238095238095237,336
CA-100-0522,2,5.6190508928571425,4.619047619047619,336
CA-100-0522,4,5.999995238095238,5.0,336
CA-100-0523,0,1.0,0.0,336
CA-100-0523,1,2.9940333333333333,1.994047619047619,336
CA-100-0523,2,5.526783333333333,4.526785714285714,336
CA-100-0523,4,6.0,5.0,336
CA-100-0524,0,1.0,0.0,339
CA-100-0524,1,2.6607802359882005,1.6607669616519174,339
CA-100-0524,2,5.283189085545723,4.283185840707965,339
CA-100-0524,4,6.000019469026548,5.0,339
CA-100-0525,0,1.0,0.0,336
CA-100-0525,1,3.0386991071428575,2.0386904761904763,336
CA-100-0525,2,5.619048214285715,4.619047619047619,336
CA-100-0525,4,5.999995238095238,5.0,336
CA-100-0526,0,1.0,0.0,340
CA-100-0526,1,2.6617599999999997,1.661764705882353,340
CA-100-0526,2,4.6441,3.6441176470588235,340
CA-100-0526,4,5.0,4.0,340
CA-100-0527,0,1.0,0.0,338
CA-100-0527,1,2.77809674556213,1.7781065088757397,338
CA-100-0527,2,5.417148816568047,4.4171597633136095,338
CA-100-0527,4,5.999982248520711,5.0,338
CA-100-0528,0,1.0,0.0,336
CA-100-0528,1,2.7381,1.7380952380952381,336
CA-100-0528,2,5.3482,4.348214285714286,336
CA-100-0528,4,6.0,5.0,336
CA-100-0529,0,1.0,0.0,338
CA-100-0529,1,2.926037869822485,1.9260355029585798,338
CA-100-0529,2,5.523655621301775,4.523668639053255,338
CA-100-0529,4,5.999982248520711,5.0,338
CA-100-0530,0,1.0,0.0,340
CA-100-0530,1,2.6676200000000003,1.6676470588235295,340
CA-100-0530,2,4.6206,3.6205882352941177,340
CA-100-0530,4,5.0,4.0,340
CA-100-0531,0,1.0,0.0,337
CA-100-0531,1,2.9762462908011873,1.9762611275964392,337
CA-100-0531,2,5.566793175074184,4.566765578635015,337
CA-100-0531,4,6.000003857566766,5.0,337
CA-100-0532,0,1.0,0.0,334
CA-100-0532,1,2.8981844311377247,1.8982035928143712,334
CA-100-0532,2,5.559881736526947,4.559880239520958,334
CA-100-0532,4,6.000000598802395,5.0,334
CA-100-0533,0,1.0,0.0,339
CA-100-0533,1,2.9056029498525073,1.9056047197640118,339
CA-100-0533,2,5.49264424778761,4.492625368731564,339
CA-100-0533,4,6.000030088495575,5.0,339
CA-100-0534,0,1.0,0.0,336
CA-100-0534,1,2.7381333333333333,1.7380952380952381,336
CA-100-0534,2,5.357116666666665,4.357142857142857,336
CA-100-0534,4,6.0,5.0,336
CA-100-0535,0,1.0,0.0,336
CA-100-0535,1,2.910738095238095,1.9107142857142858,336
CA-100-0535,2,5.508943154761904,4.508928571428571,336
CA-100-0535,4,5.999995238095238,5.0,336
CA-100-0536,0,1.0,0.0,336
CA-100-0536,1,3.1726166666666664,2.1726190476190474,336
CA-100-0536,2,5.702383333333334,4.7023809523809526,336
CA-100-0536,4,6.0,5.0,336
CA-100-0537,0,1.0,0.0,334
CA-100-0537,1,2.757482335329341,1.7574850299401197,334
CA-100-0537,2,5.431142814371258,4.431137724550898,334
CA-100-0537,4,6.000000598802395,5.0,334
CA-100-0538,0,1.0,0.0,337
CA-100-0538,1,2.7566836795252225,1.7566765578635015,337
CA-100-0538,2,5.344216617210683,4.344213649851632,337
CA-100-0538,4,6.0000323442136505,5.0,337
CA-100-0539,0,1.0,0.0,339
CA-100-0539,1,2.68140796460177,1.6814159292035398,339
CA-100-0539,2,5.327433628318584,4.327433628318584,339
CA-100-0539,4,5.997073156342183,4.997050147492625,339
CA-100-0540,0,1.0,0.0,336
CA-100-0540,1,2.6756,1.6755952380952381,336
CA-100-0540,2,5.354183333333334,4.354166666666667,336
CA-100-0540,4,6.0,5.0,336
CA-100-0541,0,1.0,0.0,336
CA-100-0541,1,2.6041666666666665,1.6041666666666667,336
CA-100-0541,2,5.1994,4.199404761904762,336
CA-100-0541,4,6.0,5.0,336
CA-100-0542,0,1.0,0.0,341
CA-100-0542,1,2.5513287390029324,1.5513196480938416,341
CA-100-0542,2,5.14662521994135,4.146627565982405,341
CA-100-0542,4,5.9648404692082115,4.964809384164223,341
CA-100-0543,0,1.0,0.0,340
CA-100-0543,1,2.3206,1.3205882352941176,340
CA-100-0543,2,4.464700000000001,3.4647058823529413,340
CA-100-0543,4,5.0,4.0,340
CA-100-0544,0,1.0,0.0,337
CA-100-0544,1,2.6439166172106825,1.6439169139465875,337
CA-100-0544,2,5.28783649851632,4.287833827893175,337
CA-100-0544,4,5.970306231454005,4.970326409495549,337
CA-100-0545,0,1.0,0.0,338
CA-100-0545,1,2.934899408284024,1.9349112426035502,338
CA-100-0545,2,5.529578402366864,4.529585798816568,338
CA-100-0545,4,5.999982248520711,5.0,338
CA-100-0546,0,1.0,0.0,337
CA-100-0546,1,2.7537050445103857,1.7537091988130564,337
CA-100-0546,2,5.290819881305638,4.29080118694362,337
CA-100-0546,4,6.000038872403562,5.0,337
CA-100-0547,0,1.0,0.0,340
CA-100-0547,1,2.5205864705882353,1.5205882352941176,340
CA-100-0547,2,4.541184117647059,3.541176470588235,340
CA-100-0547,4,4.999987352941177,4.0,340
CA-100-0548,0,1.0,0.0,336
CA-100-0548,1,3.2589333333333337,2.2589285714285716,336
CA-100-0548,2,5.714283333333333,4.714285714285714,336
CA-100-0548,4,6.0,5.0,336
CA-100-0549,0,1.0,0.0,337
CA-100-0549,1,2.566792284866469,1.5667655786350148,337
CA-100-0549,2,5.1632026706231455,4.163204747774481,337
CA-100-0549,4,6.0000323442136505,5.0,337
CA-100-0550,0,1.0,0.0,336
CA-100-0550,1,2.9672571428571426,1.9672619047619047,336
CA-100-0550,2,5.604168154761904,4.604166666666667,336
CA-100-0550,4,5.999995238095238,5.0,336
CA-100-0551,0,1.0,0.0,334
CA-100-0551,1,2.625747604790419,1.625748502994012,334
CA-100-0551,2,5.221556886227545,4.221556886227545,334
CA-100-0551,4,5.970080538922156,4.970059880239521,334
CA-100-0552,0,1.0,0.0,339
CA-100-0552,1,2.943962241887906,1.943952802359882,339
CA-100-0552,2,5.519166961651917,4.519174041297935,339
CA-100-0552,4,6.000030088495575,5.0,339
CA-100-0553,0,1.0,0.0,338
CA-100-0553,1,2.4881547337278107,1.4881656804733727,338
CA-100-0553,2,5.106509467455621,4.106508875739645,338
CA-100-0553,4,5.997033136094675,4.997041420118343,338
CA-100-0554,0,1.0,0.0,336
CA-100-0554,1,2.898808928571428,1.8988095238095237,336
CA-100-0554,2,5.544662202380953,4.544642857142857,336
CA-100-0554,4,5.999995238095238,5.0,336
CA-100-0555,0,1.0,0.0,338
CA-100-0555,1,2.751482544378698,1.7514792899408285,338
CA-100-0555,2,5.3432059171597635,4.34319526627219,338
CA-100-0555,4,5.999982248520711,5.0,338
CA-100-0556,0,1.0,0.0,333
CA-100-0556,1,2.6366456456456455,1.6366366366366367,333
CA-100-0556,2,5.258263663663663,4.258258258258258,333
CA-100-0556,4,5.999964264264264,5.0,333
CA-100-0557,0,1.0,0.0,333
CA-100-0557,1,2.8168270270270273,1.8168168168168168,333
CA-100-0557,2,5.450445945945946,4.45045045045045,333
CA-100-0557,4,5.99997987987988,5.0,333
CA-100-0558,0,1.0,0.0,335
CA-100-0558,1,2.70448,1.7044776119402985,335
CA-100-0558,2,4.6955,3.6955223880597017,335
CA-100-0558,4,5.0,4.0,335
CA-100-0559,0,1.0,0.0,335
CA-100-0559,1,2.3671800000000003,1.3671641791044775,335
CA-100-0559,2,4.405959999999999,3.4059701492537315,335
CA-100-0559,4,5.0,4.0,335
CA-100-0560,0,1.0,0.0,337
CA-100-0560,1,3.0504376854599413,2.050445103857567,337
CA-100-0560,2,5.57863175074184,4.578635014836795,337
CA-100-0560,4,6.00003234421365,5.0,337
CA-100-0561,0,1.0,0.0,338
CA-100-0561,1,2.396445266272189,1.3964497041420119,338
CA-100-0561,2,4.973391715976332,3.973372781065089,338
CA-100-0561,4,5.999982248520711,5.0,338
CA-100-0562,0,1.0,0.0,338
CA-100-0562,1,2.5739727810650885,1.5739644970414202,338
CA-100-0562,2,5.088751479289941,4.088757396449704,338
CA-100-0562,4,5.999982248520711,5.0,338
CA-100-0563,0,1.0,0.0,338
CA-100-0563,1,2.9526526627218934,1.952662721893491,338
CA-100-0563,2,5.594699704142013,4.594674556213017,338
CA-100-0563,4,5.999982248520711,5.0,338
CA-100-0564,0,1.0,0.0,335
CA-100-0564,1,2.4566999999999997,1.4567164179104477,335
CA-100-0564,2,4.48358,3.4835820895522387,335
CA-100-0564,4,5.0,4.0,335
CA-100-0565,0,1.0,0.0,339
CA-100-0565,1,3.2035398230088497,2.2035398230088497,339
CA-100-0565,2,5.640125958702065,4.640117994100295,339
CA-100-0565,4,6.000030088495576,5.0,339
CA-100-0566,0,1.0,0.0,334
CA-100-0566,1,2.8083988023952093,1.8083832335329342,334
CA-100-0566,2,5.443122754491019,4.4431137724550895,334
CA-100-0566,4,6.000000598802395,5.0,334
CA-100-0567,0,1.0,0.0,336
CA-100-0567,1,2.4196500000000003,1.4196428571428572,336
CA-100-0567,2,5.011933333333333,4.011904761904762,336
CA-100-0567,4,5.997016666666666,4.997023809523809,336
CA-100-0568,0,1.0,0.0,339
CA-100-0568,1,2.5014705014749263,1.5014749262536873,339
CA-100-0568,2,5.094414749262537,4.094395280235989,339
CA-100-0568,4,6.000030088495576,5.0,339
CA-100-0569,0,1.0,0.0,338
CA-100-0569,1,3.1094689349112428,2.1094674556213016,338
CA-100-0569,2,5.636065384615384,4.636094674556213,338
CA-100-0569,4,5.999982248520711,5.0,338
CA-100-0570,0,1.0,0.0,330
CA-100-0570,1,2.5211999999999994,1.5212121212121212,330
CA-100-0570,2,4.560620000000001,3.5606060606060606,330
CA-100-0570,4,5.0,4.0,330
CA-100-0571,0,1.0,0.0,336
CA-100-0571,1,2.764883333333333,1.7648809523809523,336
CA-100-0571,2,5.374983333333334,4.375,336
CA-100-0571,4,6.0,5.0,336
CA-100-0572,0,1.0,0.0,337
CA-100-0572,1,2.7240234421364984,1.7240356083086052,337
CA-100-0572,2,5.418417804154303,4.4183976261127595,337
CA-100-0572,4,6.000038872403561,5.0,337
CA-100-0573,0,1.0,0.0,337
CA-100-0573,1,3.1869477744807124,2.1869436201780417,337
CA-100-0573,2,5.673581602373887,4.673590504451038,337
CA-100-0573,4,6.000038872403561,5.0,337
CA-100-0574,0,1.0,0.0,333
CA-100-0574,1,2.5405555555555557,1.5405405405405406,333
CA-100-0574,2,5.201202402402402,4.201201201201201,333
CA-100-0574,4,5.9999630630630625,5.0,333
CA-100-0575,0,1.0,0.0,336
CA-100-0575,1,2.764883333333333,1.7648809523809523,336
CA-100-0575,2,5.357166666666667,4.357142857142857,336
CA-100-0575,4,6.0,5.0,336
CA-100-0576,0,1.0,0.0,336
CA-100-0576,1,2.6012,1.6011904761904763,336
CA-100-0576,2,5.3035499999999995,4.303571428571429,336
CA-100-0576,4,6.0,5.0,336
CA-100-0577,0,1.0,0.0,336
